STRUCTURE_NUMBER_008,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
5.10E+13,34.21023888888889,-101.73541944444445,1.0,4.0,5.0,7,8,7,N,N,7.0,6,3,5.0,N
5.10E+13,34.210097222222224,-101.73557222222222,1.0,4.0,5.0,7,8,7,N,N,7.0,6,3,5.0,N
5.10E+13,34.248358333333336,-101.70901388888889,1.0,1.0,6.0,6,7,6,N,N,6.0,5,7,5.0,N
5.10E+13,34.27908611111111,-101.71774444444445,1.0,1.0,6.0,7,6,6,N,N,6.0,7,7,5.0,N
5.10E+13,34.204036111111115,-101.74243055555556,1.0,1.0,5.0,6,6,6,N,N,6.0,2,7,5.0,N
5.10E+13,34.21873611111111,-101.7258,1.0,1.0,6.0,6,6,6,N,N,6.0,6,7,5.0,N
5.10E+13,34.23329722222223,-101.70984722222222,1.0,1.0,6.0,6,6,6,N,N,6.0,6,7,5.0,N
5.10E+13,34.06985277777778,-101.84273611111111,1.0,1.0,2.0,6,6,6,N,N,6.0,9,6,5.0,N
5.10E+13,34.06440833333333,-101.84365277777778,1.0,1.0,5.0,8,7,6,N,N,6.0,9,4,5.0,N
5.10E+13,34.09378888888889,-101.80073333333333,1.0,1.0,5.0,7,7,7,N,N,7.0,9,7,5.0,N
5.10E+13,34.11531111111111,-101.76811111111111,1.0,5.0,2.0,6,6,7,7,N,6.0,7,N,5.0,6
5.10E+13,34.115119444444446,-101.76788055555555,1.0,5.0,2.0,6,6,7,7,N,6.0,5,N,5.0,6
5.10E+13,34.11498888888889,-101.76773333333334,1.0,5.0,2.0,6,6,7,7,N,6.0,5,N,5.0,6
5.10E+13,34.114780555555555,-101.76751944444445,1.0,5.0,2.0,7,7,7,7,N,7.0,7,N,5.0,6
5.10E+13,34.11736111111111,-101.76484166666667,1.0,1.0,5.0,7,7,7,N,N,7.0,7,7,5.0,N
5.10E+13,34.13135,-101.74891111111111,1.0,1.0,5.0,7,6,6,N,N,6.0,6,5,5.0,N
5.10E+13,34.181666666666665,-101.74994166666667,1.0,5.0,1.0,N,N,N,7,7,5.0,N,N,5.0,6
5.10E+13,34.17519444444444,-101.75068055555556,1.0,1.0,5.0,7,8,7,N,N,7.0,6,4,5.0,N
5.10E+13,34.17521111111111,-101.75042222222223,1.0,1.0,5.0,7,8,7,N,N,7.0,7,4,5.0,N
5.10E+13,33.839872222222226,-101.84211666666666,1.0,1.0,2.0,5,5,6,N,N,5.0,9,4,5.0,N
5.10E+13,33.83186944444445,-101.84092222222222,1.0,1.0,5.0,7,7,7,N,N,7.0,5,4,5.0,N
5.10E+13,33.876375,-101.85385,1.0,1.0,6.0,6,7,5,N,N,5.0,5,3,5.0,N
5.10E+13,33.876377777777776,-101.8536361111111,1.0,1.0,6.0,6,7,7,N,N,7.0,5,9,5.0,N
5.10E+13,33.91985555555555,-101.85370555555555,1.0,1.0,6.0,7,6,6,N,N,6.0,6,6,5.0,N
5.10E+13,33.977922222222226,-101.8536861111111,1.0,1.0,6.0,7,7,7,N,N,7.0,7,6,5.0,N
5.10E+13,33.993544444444446,-101.85367777777778,1.0,1.0,6.0,7,7,7,N,N,7.0,7,6,5.0,N
5.10E+13,34.047669444444445,-101.85333055555554,1.0,1.0,6.0,6,7,7,N,N,7.0,7,9,5.0,N
5.10E+13,34.0477,-101.85354166666666,1.0,1.0,6.0,6,6,6,N,N,6.0,7,9,5.0,N
5.10E+13,34.055569444444444,-101.84585833333333,1.0,1.0,2.0,6,6,6,N,N,6.0,9,3,5.0,N
5.10E+13,34.17815833333333,-101.70659166666667,1.0,5.0,1.0,6,5,5,7,N,5.0,7,N,5.0,6
5.10E+13,34.178152777777775,-101.70680555555556,1.0,5.0,1.0,6,5,5,6,N,5.0,8,N,5.0,6
5.10E+13,34.18966666666666,-101.76228611111111,1.0,5.0,1.0,N,N,N,7,6,6.0,9,N,5.0,6
5.10E+13,34.18840833333333,-101.75296388888889,1.0,5.0,1.0,N,N,N,6,6,5.0,4,N,5.0,6
5.10E+13,34.18468055555555,-101.69315,1.0,2.0,5.0,7,7,6,N,N,6.0,6,7,5.0,N
5.10E+13,34.18268333333333,-101.72426111111112,1.0,5.0,1.0,N,N,N,7,7,5.0,N,N,5.0,6
5.10E+13,33.87640833333333,-101.97445555555555,1.0,5.0,1.0,N,N,N,7,7,6.0,6,N,5.0,6
5.10E+13,33.89039722222222,-101.99380000000001,1.0,5.0,1.0,N,N,N,6,7,6.0,N,N,5.0,3
5.10E+13,34.10317777777778,-101.69628055555556,1.0,5.0,1.0,N,N,N,7,7,6.0,N,N,5.0,6
5.10E+13,34.17902222222222,-101.69781111111112,1.0,5.0,1.0,N,N,N,7,6,6.0,6,N,5.0,6
5.10E+13,34.16865555555555,-101.62601944444444,1.0,5.0,1.0,N,N,N,6,6,6.0,5,N,5.0,3
5.10E+13,34.235866666666666,-101.88253888888889,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
5.10E+13,34.27876944444444,-102.02712777777778,1.0,5.0,1.0,N,N,N,7,6,6.0,8,N,5.0,7
5.10E+13,34.11193333333333,-101.76605833333333,1.0,5.0,2.0,7,7,7,7,N,7.0,6,N,5.0,7
5.10E+13,33.864958333333334,-101.95804166666667,1.0,5.0,1.0,N,N,N,6,6,6.0,8,N,5.0,7
5.11E+13,33.78333611111111,-102.13262499999999,1.0,5.0,1.0,N,N,N,7,6,5.0,9,N,5.0,6
5.11E+13,33.80054722222222,-102.156625,1.0,5.0,1.0,N,N,N,7,7,5.0,N,N,5.0,6
5.11E+13,33.809866666666665,-102.17113611111111,1.0,5.0,1.0,N,N,N,7,6,5.0,N,N,5.0,6
5.15E+13,33.74342777777778,-102.06264166666666,1.0,5.0,1.0,N,N,N,8,6,6.0,N,N,5.0,6
5.15E+13,33.738530555555556,-102.05568055555555,1.0,5.0,1.0,N,N,N,6,7,6.0,N,N,5.0,6
5.15E+13,33.714644444444446,-102.02763888888889,1.0,5.0,1.0,N,N,N,6,7,6.0,N,N,5.0,6
5.15E+13,33.64995,-101.94760555555555,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
5.15E+13,33.64491388888889,-101.94069722222223,1.0,5.0,1.0,N,N,N,7,7,5.0,N,N,5.0,6
5.15E+13,33.64216111111111,-101.93693333333334,1.0,5.0,1.0,N,N,N,8,7,5.0,N,N,5.0,6
5.15E+13,33.62113055555555,-101.90010000000001,1.0,5.0,1.0,N,N,N,5,7,5.0,N,N,5.0,6
5.15E+13,33.68429444444444,-102.00099166666666,1.0,1.0,5.0,6,6,6,N,N,5.0,7,7,5.0,N
5.15E+13,33.68451388888889,-102.00096944444445,1.0,1.0,5.0,7,6,6,N,N,6.0,7,7,5.0,N
5.15E+13,33.616597222222225,-101.89173333333333,1.0,4.0,4.0,6,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.61671111111111,-101.89155277777779,1.0,4.0,4.0,6,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.64395,-101.93963055555555,1.0,8.0,5.0,7,8,7,8,N,7.0,9,N,5.0,9
5.15E+13,33.642069444444445,-101.93726944444445,1.0,5.0,1.0,N,N,N,8,7,7.0,N,N,5.0,9
5.15E+13,33.42003333333333,-101.6428638888889,1.0,1.0,5.0,6,6,6,N,N,5.0,7,3,5.0,N
5.15E+13,33.420252777777776,-101.64287222222222,1.0,1.0,5.0,6,6,6,N,N,5.0,7,3,5.0,N
5.15E+13,33.433838888888886,-101.66409722222222,1.0,1.0,5.0,6,6,7,N,N,6.0,7,7,5.0,N
5.15E+13,33.433902777777774,-101.66389444444445,1.0,1.0,5.0,6,6,7,N,N,6.0,7,7,5.0,N
5.15E+13,33.448325,-101.66595833333334,1.0,1.0,5.0,7,8,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.44832222222222,-101.66617222222223,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,34.59298611111112,-101.84837222222222,1.0,1.0,5.0,7,8,7,N,N,7.0,7,3,5.0,N
5.15E+13,33.59235,-101.84381388888889,1.0,4.0,4.0,7,8,7,N,N,7.0,5,4,5.0,N
5.15E+13,33.592600000000004,-101.8493,1.0,4.0,4.0,7,8,7,N,N,7.0,5,4,5.0,N
5.15E+13,33.458022222222226,-101.66738055555555,1.0,1.0,5.0,7,7,7,N,N,7.0,6,6,5.0,N
5.15E+13,33.41505,-101.6344388888889,1.0,4.0,5.0,7,7,7,N,N,7.0,9,9,5.0,N
5.15E+13,33.517919444444445,-101.77395833333333,1.0,1.0,4.0,7,5,7,N,N,5.0,6,4,5.0,N
5.15E+13,33.52973055555555,-101.81892222222221,1.0,1.0,4.0,6,6,7,N,N,6.0,6,6,5.0,N
5.15E+13,33.529624999999996,-101.81923611111111,1.0,1.0,4.0,7,5,6,N,N,5.0,6,6,5.0,N
5.15E+13,33.60366388888889,-101.85287777777778,1.0,5.0,1.0,N,N,N,7,6,6.0,N,N,5.0,6
5.15E+13,33.603544444444445,-101.85263611111111,1.0,5.0,1.0,N,N,N,7,7,5.0,N,N,5.0,6
5.15E+13,33.60256944444445,-101.85345,1.0,1.0,4.0,7,6,6,N,N,6.0,5,3,5.0,N
5.15E+13,33.59734166666667,-101.85473611111111,1.0,4.0,4.0,7,7,7,N,N,7.0,2,5,5.0,N
5.15E+13,33.61608888888889,-101.84405,1.0,5.0,1.0,N,N,N,6,7,5.0,N,N,5.0,9
5.15E+13,33.743519444444445,-101.83878888888889,1.0,1.0,5.0,7,7,7,N,N,7.0,6,3,5.0,N
5.15E+13,33.74346666666667,-101.83860277777778,1.0,1.0,5.0,7,7,7,N,N,7.0,6,3,5.0,N
5.15E+13,33.62404166666667,-101.83769722222222,1.0,1.0,6.0,6,6,6,N,N,6.0,7,6,5.0,N
5.15E+13,33.62410277777778,-101.83641944444445,1.0,1.0,6.0,5,6,6,N,N,6.0,7,7,5.0,N
5.15E+13,33.62808888888889,-101.83551944444444,5.0,1.0,6.0,5,4,6,N,N,4.0,4,5,5.0,N
5.15E+13,33.642152777777774,-101.83521666666667,1.0,5.0,1.0,N,N,N,7,6,6.0,N,N,5.0,6
5.15E+13,33.643255555555555,-101.83555833333332,1.0,1.0,6.0,6,6,7,N,N,6.0,9,6,5.0,N
5.15E+13,33.64326111111111,-101.83577222222222,1.0,1.0,6.0,6,6,7,N,N,6.0,9,6,5.0,N
5.15E+13,33.64429444444444,-101.83524722222222,1.0,5.0,1.0,N,N,N,7,7,6.0,N,N,5.0,7
5.15E+13,33.61828333333333,-101.84209444444444,1.0,1.0,5.0,7,6,6,N,N,6.0,2,3,5.0,N
5.15E+13,33.617669444444445,-101.84264444444445,1.0,1.0,5.0,6,7,7,N,N,7.0,2,3,5.0,N
5.15E+13,33.651199999999996,-101.83586944444444,1.0,5.0,1.0,N,N,N,6,7,6.0,N,N,5.0,7
5.15E+13,33.6577,-101.83629166666667,6.0,1.0,6.0,7,7,7,N,N,7.0,9,9,5.0,N
5.15E+13,33.657688888888885,-101.83650277777777,6.0,1.0,6.0,7,7,7,N,N,7.0,8,9,5.0,N
5.15E+13,33.67937222222222,-101.835825,6.0,1.0,6.0,7,6,6,N,N,6.0,7,7,5.0,N
5.15E+13,33.6179,-101.84243055555555,1.0,1.0,5.0,7,6,7,N,N,6.0,6,3,5.0,N
5.15E+13,33.61805277777778,-101.84230277777777,1.0,1.0,5.0,7,6,7,N,N,6.0,6,3,5.0,N
5.15E+13,33.679375,-101.83604444444444,6.0,1.0,6.0,6,6,7,N,N,6.0,9,7,5.0,N
5.15E+13,33.693875,-101.83692222222221,1.0,1.0,6.0,5,6,6,N,N,6.0,5,9,5.0,N
5.15E+13,33.69386944444444,-101.83715,1.0,1.0,6.0,7,6,7,N,N,6.0,4,7,5.0,N
5.15E+13,33.708555555555556,-101.84001666666666,1.0,1.0,6.0,7,6,6,N,N,6.0,9,7,5.0,N
5.15E+13,33.708561111111116,-101.84023611111111,1.0,1.0,6.0,6,5,6,N,N,5.0,9,9,5.0,N
5.15E+13,33.621427777777775,-101.83929166666667,1.0,5.0,1.0,N,N,N,5,7,5.0,N,N,5.0,9
5.15E+13,33.82447777777778,-101.84091666666666,6.0,1.0,2.0,6,6,6,N,N,6.0,9,4,5.0,N
5.15E+13,33.780991666666665,-101.83722499999999,1.0,4.0,6.0,7,7,7,N,N,7.0,9,6,5.0,N
5.15E+13,33.61233333333333,-101.8468361111111,1.0,1.0,5.0,6,5,6,N,N,5.0,5,6,5.0,N
5.15E+13,33.59730277777778,-101.85452222222222,1.0,4.0,4.0,7,7,7,N,N,7.0,2,6,5.0,N
5.15E+13,33.722655555555555,-101.84023888888889,1.0,1.0,5.0,6,8,7,N,N,7.0,7,3,5.0,N
5.15E+13,33.72255833333333,-101.84045833333333,1.0,1.0,5.0,6,8,7,N,N,7.0,7,3,5.0,N
5.15E+13,33.73755833333333,-101.84154166666666,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.73755555555556,-101.84128888888888,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.696861111111104,-101.8378861111111,1.0,4.0,5.0,7,8,7,N,N,7.0,7,6,5.0,N
5.15E+13,33.697399999999995,-101.83837777777778,1.0,2.0,5.0,7,8,7,N,N,7.0,7,6,5.0,N
5.15E+13,33.61324166666667,-101.84576666666666,1.0,1.0,5.0,7,6,6,N,N,6.0,5,5,5.0,N
5.15E+13,33.538355555555555,-101.84447499999999,1.0,1.0,4.0,6,6,6,N,N,6.0,2,6,5.0,N
5.15E+13,33.53723055555555,-101.84339444444444,1.0,1.0,4.0,6,6,6,N,N,6.0,9,7,5.0,N
5.15E+13,33.53683888888889,-101.84445277777778,1.0,1.0,4.0,5,5,5,N,N,5.0,2,6,5.0,N
5.15E+13,33.58051666666667,-101.83890277777778,1.0,1.0,5.0,7,6,7,N,N,6.0,6,7,5.0,N
5.15E+13,33.580177777777784,-101.84009444444445,1.0,1.0,5.0,6,6,6,N,N,6.0,6,7,5.0,N
5.15E+13,33.584611111111116,-101.83890277777778,1.0,4.0,4.0,7,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.584611111111116,-101.83912777777778,1.0,4.0,4.0,6,5,7,N,N,5.0,6,4,5.0,N
5.15E+13,33.598083333333335,-101.84218055555554,6.0,6.0,5.0,7,6,6,7,N,6.0,6,4,5.0,9
5.15E+13,33.598644444444446,-101.84278055555555,6.0,6.0,5.0,7,7,7,7,N,7.0,6,4,5.0,9
5.15E+13,33.59765,-101.841275,1.0,6.0,5.0,7,6,7,7,N,6.0,3,3,5.0,9
5.15E+13,33.599244444444444,-101.84384722222222,1.0,6.0,5.0,6,6,7,7,N,6.0,3,6,5.0,9
5.15E+13,33.59908888888889,-101.84292222222221,1.0,6.0,5.0,6,6,6,7,N,6.0,2,5,5.0,9
5.15E+13,33.60685277777778,-101.84524166666667,1.0,1.0,5.0,7,6,6,N,N,6.0,3,6,5.0,N
5.15E+13,33.548719444444444,-101.84500555555555,1.0,1.0,5.0,7,7,6,N,N,6.0,2,6,5.0,N
5.15E+13,33.55605277777777,-101.845,1.0,1.0,5.0,7,7,7,N,N,7.0,2,7,5.0,N
5.15E+13,33.56335833333333,-101.84510555555555,1.0,1.0,5.0,6,7,7,N,N,7.0,6,9,5.0,N
5.15E+13,33.56335555555555,-101.84488611111111,1.0,1.0,5.0,7,7,7,N,N,7.0,6,9,5.0,N
5.15E+13,33.572783333333334,-101.84346111111111,1.0,1.0,5.0,7,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.57268611111112,-101.84327222222221,1.0,1.0,5.0,7,7,6,N,N,6.0,9,4,5.0,N
5.15E+13,33.57785555555556,-101.84094722222221,1.0,1.0,5.0,7,7,6,N,N,6.0,7,6,5.0,N
5.15E+13,33.57784166666667,-101.84071388888889,1.0,1.0,5.0,6,7,6,N,N,6.0,6,6,5.0,N
5.15E+13,33.590425,-101.83904166666666,1.0,1.0,5.0,7,7,7,N,N,7.0,6,7,5.0,N
5.15E+13,33.59247777777778,-101.83959722222222,1.0,1.0,5.0,7,7,7,N,N,7.0,6,6,5.0,N
5.15E+13,33.59178611111111,-101.84019722222222,1.0,1.0,5.0,7,7,7,N,N,7.0,4,7,5.0,N
5.15E+13,33.590786111111115,-101.83821388888889,1.0,1.0,5.0,7,7,7,N,N,7.0,4,7,5.0,N
5.15E+13,33.51970277777777,-101.84417777777777,1.0,1.0,5.0,6,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.51971388888889,-101.84396388888888,1.0,1.0,5.0,7,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.50519166666667,-101.84512777777778,1.0,1.0,5.0,6,6,7,N,N,6.0,6,9,5.0,N
5.15E+13,33.50519444444444,-101.84490277777778,1.0,1.0,5.0,6,6,7,N,N,6.0,6,9,5.0,N
5.15E+13,33.49077777777778,-101.84514444444444,1.0,1.0,5.0,6,6,7,N,N,6.0,7,7,5.0,N
5.15E+13,33.49079722222222,-101.84492222222222,1.0,1.0,5.0,6,6,7,N,N,6.0,7,9,5.0,N
5.15E+13,33.476286111111115,-101.84481111111111,1.0,1.0,5.0,7,7,7,N,N,7.0,6,5,5.0,N
5.15E+13,33.476283333333335,-101.84459444444444,1.0,1.0,5.0,7,7,7,N,N,7.0,6,5,5.0,N
5.15E+13,33.52880833333333,-101.84443888888889,6.0,1.0,5.0,7,7,6,N,N,6.0,5,6,5.0,N
5.15E+13,33.52904722222222,-101.84440555555555,6.0,1.0,5.0,6,7,6,N,N,6.0,5,6,5.0,N
5.15E+13,33.52922777777778,-101.84441666666666,6.0,1.0,5.0,6,7,6,N,N,6.0,5,6,5.0,N
5.15E+13,33.529558333333334,-101.84443888888889,6.0,1.0,5.0,7,7,6,N,N,6.0,5,6,5.0,N
5.15E+13,33.52977222222222,-101.84775833333333,6.0,1.0,5.0,6,7,6,N,N,6.0,7,9,5.0,N
5.15E+13,33.53066111111111,-101.8442361111111,6.0,1.0,4.0,6,6,6,N,N,6.0,7,6,5.0,N
5.15E+13,33.53140833333333,-101.8449611111111,6.0,1.0,4.0,6,7,6,N,N,6.0,5,9,5.0,N
5.15E+13,33.53419722222222,-101.84448611111111,1.0,1.0,5.0,7,7,6,N,N,6.0,4,6,5.0,N
5.15E+13,33.44725,-101.84155277777778,1.0,1.0,5.0,7,8,7,N,N,7.0,9,5,5.0,N
5.15E+13,33.57802222222222,-101.82553055555555,1.0,5.0,1.0,N,N,N,5,5,5.0,4,N,5.0,6
5.15E+13,33.57740833333334,-101.94384444444445,1.0,1.0,5.0,7,8,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.57819722222222,-101.94396666666667,1.0,1.0,5.0,7,8,7,N,N,7.0,5,4,5.0,N
5.15E+13,33.59861388888889,-101.79477777777778,6.0,1.0,5.0,6,6,6,N,N,6.0,7,5,5.0,N
5.15E+13,33.59837777777778,-101.79405833333333,1.0,1.0,5.0,6,6,6,N,N,6.0,7,5,5.0,N
5.15E+13,33.600144444444446,-101.79091111111111,7.0,1.0,5.0,6,6,6,N,N,6.0,7,4,5.0,N
5.15E+13,33.600994444444446,-101.79236388888889,7.0,1.0,5.0,5,6,7,N,N,6.0,7,4,5.0,N
5.15E+13,33.60111666666667,-101.79126111111111,6.0,1.0,5.0,6,6,7,N,N,6.0,7,3,5.0,N
5.15E+13,33.60008055555556,-101.79203055555556,6.0,1.0,5.0,6,6,6,N,N,6.0,6,3,5.0,N
5.15E+13,33.59221111111111,-101.82133611111111,1.0,5.0,1.0,N,N,N,5,6,5.0,5,N,5.0,6
5.15E+13,33.590763888888894,-101.8296,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.591025,-101.82929999999999,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.550275,-101.93795277777778,1.0,1.0,4.0,6,8,7,N,N,7.0,7,6,5.0,N
5.15E+13,33.519375,-101.993975,1.0,1.0,5.0,7,7,7,N,N,7.0,6,5,5.0,N
5.15E+13,33.520069444444445,-101.99354166666667,1.0,1.0,5.0,7,7,7,N,N,7.0,6,5,5.0,N
5.15E+13,33.50246666666666,-102.00871111111111,1.0,1.0,5.0,7,6,7,N,N,6.0,6,9,5.0,N
5.15E+13,33.50189722222222,-102.00926111111112,1.0,1.0,5.0,7,7,7,N,N,7.0,6,9,5.0,N
5.15E+13,33.557088888888885,-101.9338,1.0,1.0,4.0,6,7,6,N,N,6.0,7,3,5.0,N
5.15E+13,33.551111111111105,-101.94341666666666,1.0,1.0,4.0,6,8,6,N,N,6.0,5,5,5.0,N
5.15E+13,33.55484444444444,-101.93693611111111,1.0,1.0,4.0,6,8,7,N,N,7.0,5,5,5.0,N
5.15E+13,33.577669444444446,-101.90145833333334,1.0,1.0,4.0,6,8,7,N,N,7.0,7,3,5.0,N
5.15E+13,33.59246944444445,-101.85390555555556,1.0,1.0,5.0,7,7,7,N,N,7.0,7,7,5.0,N
5.15E+13,33.57819444444445,-101.89943611111111,1.0,1.0,4.0,7,7,6,N,N,6.0,7,3,5.0,N
5.15E+13,33.59247222222223,-101.87664444444444,1.0,1.0,5.0,7,7,7,N,N,7.0,7,7,5.0,N
5.15E+13,33.574575,-101.90554444444444,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.59258611111111,-101.8557861111111,1.0,1.0,5.0,7,7,7,N,N,7.0,7,4,5.0,N
5.15E+13,33.591944444444444,-101.87836666666666,1.0,1.0,4.0,7,8,7,N,N,7.0,7,6,5.0,N
5.15E+13,33.592025,-101.87829166666666,1.0,1.0,4.0,7,7,7,N,N,7.0,7,6,5.0,N
5.15E+13,33.587694444444445,-101.8834138888889,1.0,1.0,4.0,7,8,7,N,N,7.0,5,6,5.0,N
5.15E+13,33.57788611111111,-101.90115555555556,1.0,1.0,4.0,7,7,7,N,N,7.0,3,3,5.0,N
5.15E+13,33.581363888888895,-101.89371111111112,1.0,1.0,5.0,7,8,7,N,N,7.0,9,6,5.0,N
5.15E+13,33.59243055555556,-101.8703,1.0,1.0,5.0,7,7,7,N,N,7.0,9,6,5.0,N
5.15E+13,33.57805555555556,-101.899725,1.0,1.0,4.0,7,7,7,N,N,7.0,3,3,5.0,N
5.15E+13,33.57558055555556,-101.90472777777778,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.59295277777778,-101.85479722222222,1.0,1.0,5.0,7,7,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.57450277777778,-101.90554166666668,1.0,1.0,5.0,7,7,7,N,N,7.0,7,4,5.0,N
5.15E+13,33.55215,-101.93920833333334,6.0,1.0,5.0,7,7,7,N,N,7.0,6,5,5.0,N
5.15E+13,33.55231944444444,-101.9389388888889,6.0,1.0,5.0,7,7,7,N,N,7.0,5,5,5.0,N
5.15E+13,33.55262222222222,-101.93953888888889,6.0,1.0,5.0,8,7,7,N,N,7.0,7,6,5.0,N
5.15E+13,33.562275,-101.92543611111111,1.0,1.0,5.0,7,8,7,N,N,7.0,8,4,5.0,N
5.15E+13,33.56239166666666,-101.92554722222222,1.0,1.0,5.0,7,7,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.563925,-101.92244444444445,1.0,1.0,5.0,7,7,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.56469722222222,-101.92199444444445,1.0,1.0,5.0,7,7,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.562638888888884,-101.92581666666668,1.0,1.0,5.0,7,7,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.57519444444445,-101.90373611111112,1.0,5.0,1.0,N,N,N,7,7,7.0,N,N,5.0,6
5.15E+13,33.54270555555556,-101.95706666666666,1.0,1.0,5.0,7,8,7,N,N,7.0,5,3,5.0,N
5.15E+13,33.542874999999995,-101.95707777777778,1.0,1.0,5.0,7,8,7,N,N,7.0,5,3,5.0,N
5.15E+13,33.5318,-101.97445,1.0,1.0,5.0,7,8,8,N,N,8.0,9,7,5.0,N
5.15E+13,33.538938888888886,-101.96210555555555,1.0,1.0,5.0,7,7,7,N,N,7.0,7,3,5.0,N
5.15E+13,33.49903055555556,-102.02636944444444,1.0,1.0,5.0,7,8,7,N,N,7.0,5,6,5.0,N
5.15E+13,33.49928888888889,-102.02638888888889,1.0,1.0,5.0,7,8,7,N,N,7.0,5,6,5.0,N
5.15E+13,33.53902222222222,-101.9393388888889,1.0,1.0,5.0,7,7,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.53853333333333,-101.94870555555556,1.0,5.0,1.0,N,N,N,7,7,7.0,N,N,5.0,6
5.15E+13,33.53888055555555,-101.95710277777778,1.0,1.0,5.0,7,8,7,N,N,7.0,9,4,5.0,N
5.15E+13,33.55490277777778,-101.78795277777778,1.0,5.0,1.0,7,6,7,7,N,6.0,6,N,5.0,6
5.15E+13,33.554880555555556,-101.78773888888888,1.0,5.0,1.0,7,7,7,7,N,7.0,6,N,5.0,6
5.15E+13,33.548925,-101.7881111111111,1.0,1.0,5.0,6,6,6,N,N,6.0,6,4,5.0,N
5.15E+13,33.54893055555555,-101.78832222222222,1.0,1.0,5.0,6,6,7,N,N,6.0,6,4,5.0,N
5.15E+13,33.59265555555556,-101.787425,1.0,1.0,5.0,7,5,6,N,N,5.0,7,7,5.0,N
5.15E+13,33.592644444444446,-101.78763888888889,1.0,1.0,5.0,7,6,6,N,N,6.0,7,7,5.0,N
5.15E+13,33.53528611111111,-101.92238611111111,1.0,1.0,5.0,5,6,6,N,N,6.0,7,3,5.0,N
5.15E+13,33.53509444444444,-101.92239166666667,1.0,1.0,5.0,5,6,6,N,N,6.0,7,3,5.0,N
5.15E+13,33.53100555555555,-101.90706111111112,1.0,1.0,5.0,6,7,7,N,N,7.0,7,4,5.0,N
5.15E+13,33.530813888888886,-101.90705833333334,1.0,1.0,5.0,5,7,6,N,N,6.0,7,4,5.0,N
5.15E+13,33.529688888888884,-101.90264166666667,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
5.15E+13,33.52909722222222,-101.88760277777779,1.0,1.0,5.0,5,6,6,N,N,6.0,7,4,5.0,N
5.15E+13,33.52891666666667,-101.8876,1.0,1.0,5.0,6,6,6,N,N,6.0,7,4,5.0,N
5.15E+13,33.528999999999996,-101.87943333333332,1.0,5.0,1.0,N,N,N,7,6,5.0,N,N,5.0,6
5.15E+13,33.57811111111111,-101.78760555555556,1.0,1.0,5.0,6,7,6,N,N,6.0,7,4,5.0,N
5.15E+13,33.57811666666667,-101.7873861111111,1.0,1.0,5.0,6,7,6,N,N,6.0,7,4,5.0,N
5.15E+13,33.5756,-101.78759722222222,1.0,1.0,5.0,7,6,6,N,N,6.0,7,9,5.0,N
5.15E+13,33.575611111111115,-101.78737777777778,1.0,1.0,5.0,7,6,6,N,N,6.0,7,9,5.0,N
5.15E+13,33.53641111111111,-101.79156111111111,1.0,4.0,4.0,6,6,6,N,N,6.0,6,5,5.0,N
5.15E+13,33.536566666666666,-101.7916861111111,1.0,4.0,4.0,6,6,6,N,N,6.0,6,5,5.0,N
5.15E+13,33.52910833333333,-101.87044166666666,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.528927777777774,-101.87044166666666,1.0,1.0,5.0,7,7,7,N,N,7.0,6,4,5.0,N
5.15E+13,33.54881111111111,-101.93782222222222,1.0,1.0,5.0,7,7,7,N,N,7.0,6,7,5.0,N
