STRUCTURE_NUMBER_008,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
102010AA3152001,31.966380555555556,-94.70350277777779,1.0,5.0,1.0,5,5,5,6,N,5.0,3,N,2.0,7
102010AA3153101,31.969399999999997,-94.67113333333334,1.0,5.0,4.0,7,7,6,7,N,6.0,8,N,5.0,7
102010AA3196102,31.892902777777778,-94.65599722222223,1.0,5.0,4.0,7,7,6,6,N,6.0,8,N,5.0,7
102010AA3196103,31.897544444444446,-94.66712777777778,1.0,5.0,3.0,6,5,6,7,N,5.0,4,N,5.0,6
102010AA3198001,31.917680555555556,-94.67274722222223,1.0,5.0,1.0,N,N,N,4,6,6.0,9,N,5.0,7
102010AA3198004,31.913166666666665,-94.60409444444444,1.0,5.0,1.0,N,N,N,6,7,6.0,4,N,5.0,7
102010AA3198102,31.907902777777775,-94.65848055555556,1.0,5.0,4.0,7,6,6,6,N,6.0,4,N,5.0,7
102010AA3201101,31.933825,-94.7225888888889,1.0,5.0,3.0,7,7,7,7,N,7.0,3,N,5.0,4
102010AA3201102,31.93094166666667,-94.71540277777778,1.0,5.0,3.0,7,7,7,7,N,7.0,4,N,5.0,4
102010AA3206101,31.920008333333335,-94.72394444444444,1.0,5.0,3.0,7,6,7,7,N,6.0,7,N,5.0,6
102010AA3216101,31.893969444444444,-94.7305138888889,1.0,5.0,4.0,7,7,5,6,N,5.0,3,N,5.0,4
102010AA3218101,31.870161111111113,-94.7527,1.0,5.0,3.0,7,7,7,6,N,7.0,7,N,5.0,7
102010AA3227101,31.868819444444444,-94.81618333333333,1.0,5.0,4.0,7,6,6,6,N,6.0,4,N,5.0,6
102010AA3227102,31.887744444444444,-94.79743611111111,1.0,5.0,3.0,7,7,7,7,N,7.0,5,N,5.0,7
102010AA3227103,31.888047222222223,-94.78449166666667,1.0,5.0,4.0,7,7,6,6,N,6.0,5,N,5.0,4
102010AA3230101,31.845008333333332,-94.776725,1.0,9.0,4.0,7,6,6,6,N,6.0,2,N,5.0,6
102010AA3230102,31.846205555555553,-94.77634166666667,1.0,5.0,3.0,7,7,6,6,N,6.0,3,N,5.0,7
102010AA3238101,31.874430555555556,-94.799525,1.0,5.0,3.0,7,7,7,6,N,7.0,5,N,5.0,5
102010AA3262101,31.881847222222223,-94.57437222222222,1.0,5.0,4.0,7,6,6,5,N,6.0,7,N,5.0,6
102010AA3282101,31.862494444444447,-94.53991111111111,1.0,5.0,4.0,7,6,5,7,N,5.0,7,N,5.0,6
102010AA3284101,31.864122222222225,-94.49768055555556,1.0,5.0,4.0,7,6,5,6,N,5.0,6,N,5.0,6
102010AA3286101,31.845927777777778,-94.47120555555556,1.0,5.0,4.0,7,7,5,6,N,5.0,8,N,5.0,6
102010AA4114104,32.142608333333335,-94.96028611111112,1.0,5.0,3.0,7,7,6,6,N,6.0,5,N,5.0,7
102010AA4135101,32.20856944444445,-94.89940833333334,1.0,5.0,3.0,7,7,7,7,N,6.0,4,N,4.0,6
102010AA4151101,32.190225,-94.98477777777778,1.0,5.0,4.0,7,7,6,6,N,4.0,5,N,0.0,7
102010AA4156101,32.21301666666667,-94.96742777777779,1.0,5.0,3.0,7,6,6,6,N,6.0,4,N,4.0,4
102010AA4170101,31.994011111111114,-94.76454444444444,1.0,5.0,3.0,7,7,7,7,N,7.0,5,N,5.0,7
102010AA4194101,32.05674722222222,-94.98565277777777,1.0,5.0,3.0,7,7,6,6,N,6.0,5,N,5.0,7
102010AA4223101,31.94055,-94.88751944444445,1.0,5.0,4.0,7,7,5,6,N,5.0,5,N,5.0,7
102010AA4238101,31.866919444444445,-94.89599166666667,1.0,9.0,4.0,7,6,4,6,N,4.0,7,N,5.0,7
102010AA4238102,31.86515277777778,-94.89709722222223,1.0,9.0,4.0,7,7,6,7,N,6.0,7,N,5.0,7
102010AA4238103,31.864675000000002,-94.89718055555556,1.0,5.0,4.0,7,6,5,7,N,5.0,8,N,5.0,7
102010AA4238105,31.863666666666667,-94.89765833333334,1.0,9.0,3.0,7,6,6,6,N,6.0,8,N,5.0,7
102010AA4248001,31.904091666666666,-94.94369444444445,1.0,5.0,5.0,7,6,6,5,N,6.0,6,N,5.0,7
102010AA4255101,31.990055555555557,-94.97989444444444,1.0,5.0,3.0,8,6,6,6,N,6.0,4,N,5.0,4
102010B00170001,32.36629444444445,-94.87565833333332,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,7
102010B00615001,32.36866944444444,-94.87157499999999,1.0,5.0,1.0,N,N,N,4,5,5.0,7,N,5.0,7
102010B00880001,32.365877777777776,-94.87689166666667,1.0,5.0,1.0,N,N,N,5,6,6.0,N,N,5.0,7
102010C00365001,32.134077777777776,-94.812575,1.0,5.0,1.0,7,7,6,6,N,6.0,6,N,5.0,7
102010C00405001,32.15641111111111,-94.80607499999999,1.0,5.0,1.0,N,N,N,5,6,6.0,6,N,5.0,7
102010C01065001,32.14713888888889,-94.81115833333332,1.0,5.0,1.0,7,7,7,7,N,6.0,6,N,5.0,7
102010C01140001,32.14081111111111,-94.81193333333333,1.0,5.0,1.0,6,6,7,6,N,6.0,6,N,5.0,7
1.02E+14,32.31528333333333,-95.45282222222222,1.0,5.0,1.0,7,6,5,6,N,5.0,7,N,5.0,6
1.02E+14,32.31505277777777,-95.45266388888889,1.0,5.0,1.0,7,7,6,7,N,6.0,7,N,5.0,6
1.02E+14,32.32265,-95.37795833333332,1.0,5.0,1.0,N,N,N,7,7,7.0,N,N,5.0,6
1.02E+14,32.43175833333333,-95.18753055555555,1.0,2.0,3.0,5,6,5,N,N,5.0,9,4,5.0,N
1.02E+14,32.411963888888884,-95.23702777777778,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.42213333333333,-95.21220833333334,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.433125,-95.17419444444445,1.0,5.0,1.0,6,6,6,6,N,6.0,9,N,5.0,6
1.02E+14,32.433455555555554,-95.17100833333333,1.0,5.0,1.0,6,6,6,6,N,6.0,9,N,5.0,6
1.02E+14,32.433775,-95.16789444444444,1.0,5.0,1.0,6,6,6,6,N,6.0,9,N,5.0,6
1.02E+14,32.35503888888889,-95.29500555555555,1.0,7.0,3.0,6,6,6,7,N,6.0,4,4,5.0,9
1.02E+14,32.37018333333334,-95.28811666666667,1.0,5.0,1.0,N,N,N,5,6,5.0,N,N,5.0,6
1.02E+14,32.402166666666666,-95.259025,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.431530555555554,-95.18765,1.0,2.0,5.0,7,7,7,N,N,7.0,7,5,5.0,N
1.02E+14,32.43290555555555,-95.17416111111112,1.0,5.0,1.0,7,7,7,7,N,7.0,7,N,5.0,6
1.02E+14,32.433233333333334,-95.17098611111112,1.0,5.0,1.0,7,7,7,7,N,7.0,7,N,5.0,6
1.02E+14,32.43355555555555,-95.16786388888889,1.0,5.0,1.0,7,7,7,7,N,7.0,7,N,5.0,6
1.02E+14,32.45299166666667,-95.10346388888888,1.0,5.0,1.0,N,N,N,5,6,6.0,5,N,5.0,6
1.02E+14,32.476525,-95.05598055555555,1.0,5.0,1.0,N,N,N,6,5,5.0,N,N,5.0,6
1.02E+14,32.452783333333336,-95.10331388888888,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.60121388888889,-95.477975,1.0,5.0,1.0,N,N,N,6,7,7.0,N,N,5.0,9
1.02E+14,32.58250833333334,-95.45513611111112,1.0,5.0,1.0,N,N,N,7,7,7.0,N,N,5.0,9
1.02E+14,32.56908611111111,-95.43559444444445,1.0,5.0,5.0,7,7,7,7,N,7.0,6,N,5.0,9
1.02E+14,32.56881666666667,-95.43576666666667,1.0,5.0,1.0,7,6,6,6,N,6.0,7,N,5.0,6
1.02E+14,32.39276388888889,-95.338025,1.0,5.0,1.0,7,7,7,7,N,7.0,9,N,5.0,6
1.02E+14,32.492647222222224,-95.40096944444446,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.39287222222222,-95.33784722222222,1.0,5.0,1.0,7,7,6,7,N,6.0,6,N,5.0,6
1.02E+14,32.35980555555556,-95.30968055555556,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.35936388888889,-95.29959444444444,1.0,4.0,5.0,7,7,6,N,N,4.0,6,4,5.0,N
1.02E+14,32.35958611111111,-95.29959444444444,1.0,4.0,5.0,6,7,7,N,N,4.0,6,4,5.0,N
1.02E+14,32.30759166666667,-95.30051388888889,1.0,5.0,1.0,N,N,N,5,5,5.0,N,N,5.0,6
1.02E+14,32.279983333333334,-95.30554722222222,1.0,5.0,1.0,N,N,N,7,6,5.0,N,N,5.0,6
1.02E+14,32.21336666666667,-95.31518333333334,1.0,5.0,1.0,7,6,7,6,N,6.0,9,N,5.0,6
1.02E+14,32.205200000000005,-95.31784722222221,1.0,5.0,1.0,N,N,N,8,6,5.0,5,N,5.0,6
1.02E+14,32.19220555555555,-95.31938333333333,1.0,5.0,1.0,N,N,N,5,6,5.0,N,N,5.0,6
1.02E+14,32.16544722222222,-95.31488611111111,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.21355833333334,-95.31547222222223,1.0,5.0,1.0,7,6,7,6,N,6.0,6,N,5.0,6
1.02E+14,32.13971111111111,-95.31127222222221,1.0,1.0,5.0,7,8,7,N,N,7.0,9,9,5.0,N
1.02E+14,32.20489166666667,-95.31811944444443,1.0,1.0,5.0,8,7,7,N,N,7.0,9,7,5.0,N
1.02E+14,32.23643611111111,-95.3478611111111,1.0,5.0,1.0,N,N,N,6,7,5.0,N,N,5.0,9
1.02E+14,32.661791666666666,-95.58076666666666,1.0,5.0,1.0,7,6,6,6,N,6.0,6,N,5.0,6
1.02E+14,32.6053,-95.5769111111111,1.0,5.0,1.0,7,7,7,5,N,7.0,6,N,5.0,6
1.02E+14,32.57790277777778,-95.57548333333332,1.0,5.0,1.0,6,6,7,6,N,6.0,6,N,5.0,9
1.02E+14,32.556102777777774,-95.54608888888889,1.0,5.0,1.0,N,N,N,6,7,6.0,5,N,5.0,6
1.02E+14,32.387322222222224,-95.44177777777779,1.0,5.0,1.0,7,6,6,5,N,6.0,3,N,5.0,6
1.02E+14,32.37411111111111,-95.47466111111112,1.0,5.0,2.0,7,6,6,6,N,6.0,9,N,5.0,6
1.02E+14,32.37184166666667,-95.45419722222222,1.0,5.0,2.0,7,7,6,5,N,6.0,9,N,5.0,6
1.02E+14,32.36551666666667,-95.42965277777778,1.0,1.0,5.0,7,8,7,N,N,7.0,4,7,5.0,N
1.02E+14,32.27979722222222,-95.1144361111111,1.0,5.0,1.0,7,6,5,7,N,5.0,5,N,5.0,9
1.02E+14,32.332144444444445,-95.268275,1.0,5.0,1.0,N,N,N,5,5,5.0,4,N,5.0,6
1.02E+14,32.33096666666667,-95.29269722222222,1.0,4.0,3.0,6,6,6,N,N,6.0,2,3,5.0,N
1.02E+14,32.350147222222226,-95.31926666666666,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.34930555555556,-95.31805555555555,1.0,5.0,1.0,N,N,N,6,6,5.0,9,N,5.0,6
1.02E+14,32.35049444444444,-95.31965833333334,1.0,5.0,1.0,6,6,6,6,N,6.0,4,N,5.0,6
1.02E+14,32.2367,-95.04385555555555,1.0,2.0,3.0,6,6,6,N,N,6.0,5,5,5.0,N
1.02E+14,32.201908333333336,-95.00273888888889,1.0,5.0,1.0,N,N,N,5,5,5.0,9,N,5.0,6
1.02E+14,32.23492777777778,-95.04264722222221,1.0,1.0,4.0,7,7,7,N,N,7.0,9,7,5.0,N
1.02E+14,32.364311111111114,-95.45451111111112,1.0,5.0,1.0,5,5,5,6,N,5.0,2,N,5.0,6
1.02E+14,32.267608333333335,-95.24071944444445,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.24582222222222,-95.233425,1.0,5.0,1.0,N,N,N,6,7,5.0,9,N,5.0,6
1.02E+14,32.16189166666666,-95.17034166666667,1.0,5.0,1.0,7,6,5,6,N,5.0,4,N,5.0,6
1.02E+14,32.159283333333335,-95.16407222222223,1.0,5.0,1.0,7,5,6,6,N,5.0,4,N,5.0,6
1.02E+14,32.208986111111116,-95.21835555555556,1.0,5.0,1.0,N,N,N,6,6,5.0,5,N,5.0,6
1.02E+14,32.188311111111105,-95.08321111111111,1.0,5.0,1.0,N,N,N,6,7,6.0,7,N,5.0,6
1.02E+14,32.35613888888889,-95.20236666666666,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.360575000000004,-95.18079166666668,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.36111388888889,-95.17046666666667,1.0,5.0,1.0,N,N,N,7,6,5.0,N,N,5.0,6
1.02E+14,32.37495833333333,-95.00743333333334,1.0,5.0,1.0,N,N,N,5,6,5.0,N,N,5.0,6
1.02E+14,32.34648333333334,-95.29181111111112,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.346536111111114,-95.28982222222223,6.0,1.0,1.0,7,7,7,N,N,7.0,8,4,5.0,N
1.02E+14,32.34653055555556,-95.28862222222222,1.0,1.0,1.0,7,7,7,N,N,7.0,6,4,5.0,N
1.02E+14,32.34625277777778,-95.27607777777777,1.0,5.0,1.0,N,N,N,6,6,5.0,N,N,5.0,6
1.02E+14,32.37533055555556,-95.18154722222222,1.0,5.0,1.0,7,7,7,6,N,7.0,6,N,5.0,9
1.02E+14,32.48661944444444,-95.43925555555556,1.0,1.0,5.0,7,7,8,N,N,7.0,5,9,5.0,N
1.02E+14,32.15158888888889,-95.03202777777777,1.0,5.0,1.0,N,N,N,7,6,6.0,4,N,5.0,7
1.02E+14,32.174413888888886,-95.02440833333333,1.0,5.0,1.0,N,N,N,6,6,6.0,4,N,5.0,7
1.02E+14,32.188427777777775,-95.01015,1.0,5.0,1.0,N,N,N,5,6,6.0,4,N,5.0,7
1.02E+14,32.1947,-94.99766944444444,1.0,5.0,1.0,N,N,N,4,5,5.0,3,N,5.0,7
1.02E+14,32.55083611111111,-95.23218888888889,1.0,5.0,1.0,N,N,N,5,6,6.0,4,N,5.0,6
1.02E+14,32.37376666666667,-95.29388055555556,1.0,5.0,5.0,7,8,7,6,N,7.0,4,N,5.0,9
1.02E+14,32.290549999999996,-95.27871944444445,1.0,5.0,1.0,N,N,N,5,6,5.0,4,N,5.0,6
1.02E+14,32.19127222222222,-95.15019444444445,1.0,5.0,1.0,7,7,6,6,N,6.0,2,N,5.0,6
1.02E+14,32.17504722222222,-95.13081944444444,1.0,5.0,1.0,7,6,5,6,N,5.0,3,N,5.0,6
1.02E+14,32.20469722222222,-95.173675,1.0,5.0,5.0,8,7,8,8,N,7.0,6,N,5.0,9
1.02E+14,32.498441666666665,-95.58474166666666,1.0,1.0,4.0,7,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.495275,-95.567925,1.0,5.0,1.0,7,7,6,6,N,6.0,7,N,5.0,9
1.02E+14,32.495086111111114,-95.56798611111111,1.0,5.0,1.0,7,6,6,6,N,6.0,7,N,5.0,9
1.02E+14,32.495583333333336,-95.56765277777778,1.0,5.0,1.0,7,7,7,6,N,7.0,4,N,5.0,6
1.02E+14,32.49065,-95.5526111111111,1.0,1.0,4.0,6,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.48840277777778,-95.54225,1.0,5.0,1.0,N,N,N,7,7,6.0,N,N,5.0,6
1.02E+14,32.487883333333336,-95.54245555555555,1.0,5.0,1.0,N,N,N,6,6,5.0,9,N,5.0,9
1.02E+14,32.48324166666667,-95.52248333333333,1.0,1.0,4.0,5,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.48247222222222,-95.51463888888888,1.0,5.0,1.0,N,N,N,5,6,5.0,9,N,5.0,9
1.02E+14,32.48181666666667,-95.50903611111112,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.4787,-95.48779444444445,1.0,1.0,4.0,6,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.47165833333334,-95.466425,1.0,1.0,4.0,6,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.46853055555556,-95.43142777777778,1.0,1.0,4.0,6,5,6,N,N,5.0,4,3,5.0,N
1.02E+14,32.46834166666667,-95.42175833333334,1.0,5.0,1.0,N,N,N,5,5,5.0,N,N,5.0,9
1.02E+14,32.468608333333336,-95.40084444444445,1.0,6.0,4.0,6,6,7,7,N,6.0,6,5,5.0,9
1.02E+14,32.468411111111116,-95.40075277777778,1.0,6.0,4.0,6,6,7,7,N,6.0,6,5,5.0,9
1.02E+14,32.468136111111114,-95.40060277777778,1.0,5.0,1.0,N,N,N,6,6,6.0,3,N,5.0,3
1.02E+14,32.46887777777778,-95.40051111111111,1.0,5.0,1.0,N,N,N,5,6,6.0,6,N,5.0,3
1.02E+14,32.46803611111111,-95.39333055555556,1.0,5.0,1.0,N,N,N,5,5,5.0,N,N,5.0,6
1.02E+14,32.468494444444445,-95.38792777777779,1.0,1.0,4.0,6,6,7,N,N,6.0,6,4,5.0,N
1.02E+14,32.468297222222226,-95.3878138888889,1.0,1.0,4.0,6,6,7,N,N,6.0,6,4,5.0,N
1.02E+14,32.468247222222224,-95.38319722222222,1.0,1.0,4.0,7,6,7,N,N,6.0,5,3,5.0,N
1.02E+14,32.46845555555556,-95.38346111111112,1.0,1.0,4.0,7,6,7,N,N,6.0,6,3,5.0,N
1.02E+14,32.468375,-95.41828333333333,1.0,1.0,5.0,7,7,7,N,N,7.0,9,6,5.0,N
1.02E+14,32.46956388888889,-95.45300555555556,1.0,1.0,5.0,7,8,7,N,N,7.0,9,5,5.0,N
1.02E+14,32.468325,-95.3688611111111,1.0,1.0,4.0,7,6,7,N,N,6.0,5,6,5.0,N
1.02E+14,32.46811944444445,-95.36879444444443,1.0,1.0,4.0,7,6,7,N,N,6.0,5,6,5.0,N
1.02E+14,32.467558333333336,-95.34107499999999,1.0,5.0,1.0,7,6,5,7,N,5.0,5,N,5.0,6
1.02E+14,32.46735833333334,-95.34116388888889,1.0,5.0,1.0,6,7,5,7,N,5.0,5,N,5.0,6
1.02E+14,32.46555,-95.33498888888889,1.0,1.0,4.0,7,6,7,N,N,6.0,5,6,5.0,N
1.02E+14,32.46528888888889,-95.33485833333333,1.0,1.0,4.0,6,6,6,N,N,6.0,5,6,5.0,N
1.02E+14,32.45836944444445,-95.31105833333334,1.0,1.0,4.0,6,6,7,N,N,6.0,5,5,5.0,N
1.02E+14,32.45815833333334,-95.31103611111111,1.0,1.0,4.0,7,6,6,N,N,6.0,5,6,5.0,N
1.02E+14,32.45774166666667,-95.3100361111111,1.0,5.0,1.0,N,N,N,6,6,6.0,9,N,5.0,9
1.02E+14,32.45712777777778,-95.31006666666666,1.0,5.0,1.0,N,N,N,6,7,6.0,N,N,5.0,7
1.02E+14,32.45279444444445,-95.28340555555555,1.0,1.0,4.0,7,6,7,N,N,6.0,4,4,5.0,N
1.02E+14,32.45225833333333,-95.26526666666666,1.0,5.0,1.0,N,N,N,6,7,6.0,N,N,5.0,6
1.02E+14,32.45173333333334,-95.26524166666667,1.0,5.0,1.0,N,N,N,6,5,5.0,N,N,5.0,6
1.02E+14,32.451838888888894,-95.2313638888889,1.0,1.0,4.0,7,6,7,N,N,6.0,4,3,5.0,N
1.02E+14,32.45192777777778,-95.2298,1.0,5.0,1.0,N,N,N,6,6,5.0,9,N,5.0,9
1.02E+14,32.450047222222224,-95.19010833333334,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.45080277777778,-95.18983611111112,1.0,5.0,1.0,N,N,N,6,7,5.0,N,N,5.0,6
1.02E+14,32.449613888888884,-95.19035277777778,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.44958888888888,-95.1884,1.0,1.0,4.0,7,6,6,N,N,6.0,5,4,5.0,N
1.02E+14,32.448141666666665,-95.1824888888889,1.0,1.0,4.0,7,6,7,N,N,6.0,5,3,5.0,N
1.02E+14,32.446036111111106,-95.14938333333335,1.0,1.0,4.0,7,6,7,N,N,6.0,4,4,5.0,N
1.02E+14,32.44119722222222,-95.1340888888889,1.0,1.0,4.0,7,5,7,N,N,5.0,4,4,5.0,N
1.02E+14,32.4411,-95.13438055555557,1.0,1.0,4.0,6,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.447513888888885,-95.17218611111112,1.0,5.0,5.0,7,8,7,7,N,7.0,5,N,5.0,9
1.02E+14,32.44723888888888,-95.17214444444446,1.0,5.0,5.0,7,8,7,7,N,7.0,5,N,5.0,9
1.02E+14,32.43751111111111,-95.12191388888888,1.0,1.0,5.0,7,6,6,N,N,6.0,5,4,5.0,N
1.02E+14,32.44159722222222,-95.07206944444444,1.0,1.0,5.0,7,5,7,N,N,5.0,4,4,5.0,N
1.02E+14,32.44074722222222,-95.05866666666667,1.0,1.0,4.0,6,6,6,N,N,6.0,4,4,5.0,N
1.02E+14,32.43835833333333,-95.03714722222222,1.0,5.0,1.0,7,6,7,7,N,6.0,5,N,5.0,6
1.02E+14,32.438538888888885,-95.03699999999999,1.0,5.0,1.0,7,6,6,6,N,6.0,5,N,5.0,6
1.02E+14,32.43763611111111,-95.02923333333334,1.0,5.0,1.0,N,N,N,7,6,5.0,N,N,5.0,6
1.02E+14,32.43739444444444,-95.02924444444444,1.0,5.0,1.0,N,N,N,5,5,5.0,N,N,5.0,6
1.02E+14,32.43679444444444,-95.01152777777777,1.0,1.0,4.0,6,6,7,N,N,6.0,4,4,5.0,N
1.02E+14,32.436102777777776,-94.98960555555556,1.0,1.0,5.0,7,5,6,N,N,5.0,4,4,5.0,N
1.02E+14,32.43751111111111,-95.09958888888889,1.0,1.0,4.0,7,7,7,N,N,7.0,6,3,5.0,N
1.02E+14,32.47326666666667,-95.51153333333333,1.0,5.0,1.0,N,N,N,6,6,6.0,5,N,5.0,6
1.02E+14,32.43290277777778,-95.41026388888889,1.0,5.0,1.0,6,7,6,7,N,6.0,6,N,5.0,9
1.02E+14,32.42635555555555,-95.40142777777778,1.0,5.0,1.0,N,N,N,6,7,6.0,6,N,5.0,6
1.02E+14,32.389358333333334,-95.36493055555555,1.0,5.0,5.0,8,7,7,6,N,7.0,5,N,5.0,9
1.02E+14,32.370575,-95.35131388888888,1.0,5.0,1.0,N,N,N,6,6,5.0,5,N,5.0,9
1.02E+14,32.447936111111105,-95.43710833333334,1.0,1.0,5.0,7,7,8,N,N,7.0,6,8,5.0,N
1.02E+14,32.457236111111115,-95.1834,1.0,5.0,2.0,6,6,5,6,N,5.0,6,N,5.0,6
1.02E+14,32.14290833333333,-95.47608055555555,1.0,5.0,5.0,7,6,5,6,N,5.0,9,N,5.0,9
1.02E+14,32.51556111111111,-95.210725,1.0,5.0,1.0,N,N,N,6,6,6.0,9,N,5.0,6
1.02E+14,32.50557777777778,-95.19316388888889,1.0,5.0,1.0,N,N,N,6,7,6.0,9,N,5.0,6
1.02E+14,32.51661111111111,-95.51829166666667,1.0,5.0,1.0,N,N,N,6,7,6.0,9,N,5.0,6
1.02E+14,32.51253333333333,-95.45898333333334,1.0,5.0,1.0,N,N,N,6,6,6.0,4,N,5.0,6
1.02E+14,32.52316944444444,-95.35689166666666,1.0,5.0,1.0,6,6,7,6,N,6.0,5,N,5.0,9
1.02E+14,32.527630555555554,-95.32648333333333,1.0,5.0,1.0,7,7,7,7,N,7.0,5,N,5.0,6
1.02E+14,32.51108055555556,-95.45365277777778,1.0,5.0,1.0,7,7,7,6,N,7.0,4,N,5.0,9
1.02E+14,32.52663611111111,-95.30356111111111,1.0,5.0,1.0,7,7,7,7,N,7.0,5,N,5.0,9
1.02E+14,32.52905277777778,-95.28615277777777,1.0,5.0,1.0,7,7,7,7,N,7.0,6,N,5.0,6
1.02E+14,32.47278055555556,-95.13490833333334,1.0,5.0,1.0,7,7,5,5,N,5.0,4,N,5.0,6
1.02E+14,32.47070277777778,-95.11952222222222,1.0,5.0,1.0,6,6,7,6,N,6.0,4,N,5.0,6
1.02E+14,32.46951666666667,-95.11120277777778,1.0,5.0,1.0,6,6,6,6,N,6.0,5,N,5.0,6
1.02E+14,32.47751111111111,-95.05680833333334,1.0,5.0,1.0,7,6,6,6,N,6.0,5,N,5.0,6
1.02E+14,32.49180277777778,-95.16121111111111,1.0,9.0,1.0,7,7,6,6,N,6.0,5,N,5.0,6
1.02E+14,32.491883333333334,-95.15868055555556,1.0,5.0,1.0,7,7,6,6,N,6.0,5,N,5.0,6
1.02E+14,32.48252222222222,-95.29505,1.0,5.0,3.0,5,5,6,6,N,4.0,4,N,1.0,7
1.02E+14,32.42048055555556,-95.11706944444444,1.0,5.0,1.0,N,N,N,6,6,6.0,4,N,5.0,6
1.02E+14,32.40609722222222,-95.11354722222222,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.21173888888889,-95.39580555555557,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.20594722222223,-95.31893055555555,1.0,5.0,1.0,N,N,N,7,7,6.0,3,N,5.0,6
1.02E+14,32.20721944444445,-95.31184999999999,1.0,5.0,5.0,8,7,7,6,N,7.0,5,N,5.0,9
1.02E+14,32.20910277777778,-95.30122777777777,1.0,5.0,1.0,N,N,N,6,7,5.0,N,N,5.0,6
1.02E+14,32.17780833333333,-95.24735277777778,1.0,5.0,1.0,N,N,N,6,6,6.0,2,N,5.0,6
1.02E+14,32.167294444444444,-95.42629444444445,1.0,5.0,1.0,7,7,5,6,N,5.0,5,N,5.0,6
1.02E+14,32.16594444444444,-95.26803888888888,1.0,5.0,5.0,8,6,6,6,N,6.0,5,N,5.0,9
1.02E+14,32.25606388888889,-95.20040277777778,1.0,5.0,5.0,8,7,7,6,N,7.0,7,N,5.0,9
1.02E+14,32.24140555555556,-95.21565833333334,1.0,5.0,5.0,8,7,7,6,N,7.0,6,N,5.0,9
1.02E+14,32.28340277777777,-95.000525,1.0,5.0,1.0,N,N,N,6,6,6.0,5,N,5.0,6
1.02E+14,32.35009166666667,-95.21474166666667,1.0,5.0,1.0,7,7,6,7,N,6.0,7,N,5.0,9
1.02E+14,32.32206111111111,-95.09965,1.0,5.0,5.0,7,8,7,7,N,7.0,7,N,5.0,9
1.02E+14,32.44479166666666,-95.0338111111111,1.0,9.0,1.0,7,7,7,7,N,7.0,6,N,5.0,6
1.02E+14,32.44515277777777,-95.03155277777778,1.0,5.0,1.0,7,7,7,6,N,7.0,6,N,5.0,6
1.02E+14,32.137702777777776,-95.40591666666667,1.0,5.0,1.0,N,N,N,6,6,6.0,2,N,5.0,6
1.02E+14,32.589075,-95.39435833333334,1.0,9.0,1.0,7,7,6,5,N,6.0,3,N,5.0,6
1.02E+14,32.4914,-95.56905555555555,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.48535555555556,-95.54260555555555,1.0,5.0,1.0,N,N,N,6,7,6.0,4,N,5.0,6
1.02E+14,32.45331388888889,-95.2309361111111,1.0,5.0,1.0,N,N,N,6,6,6.0,N,N,5.0,6
1.02E+14,32.39695833333333,-95.35966666666666,1.0,5.0,1.0,N,N,N,5,7,6.0,6,N,5.0,6
