STRUCTURE_NUMBER_008,STRUCTURE_NUMBER_0082,Common St. Nos.,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
1.09E+13,1.092E+13,Unique,33395849,96352799,1,4,5,7,8,7,N,N,7,5,5,5,N
1.09E+13,1.092E+13,Unique,33395775,96352336,1,5,1,N,N,N,6,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33401066,96362237,1,1,5,7,8,7,N,N,7,5,6,5,N
1.09E+13,1.092E+13,Unique,33393701,96340229,1,5,1,N,N,N,6,6,5,N,N,5,9
1.09E+13,1.092E+13,Unique,33374580,96242759,1,1,5,7,8,7,N,N,7,9,9,5,N
1.09E+13,1.092E+13,Unique,33390008,96285526,1,5,5,7,7,7,6,N,7,9,N,5,9
1.09E+13,1.092E+13,Unique,33385902,96284151,1,9,5,7,7,7,7,N,7,9,N,5,9
1.09E+13,1.092E+13,Unique,33381130,96260604,1,5,5,7,8,7,5,N,7,9,N,5,9
1.09E+13,1.092E+13,Unique,33400176,96354287,1,1,5,7,6,7,N,N,6,8,6,5,N
1.09E+13,1.092E+13,Unique,33400232,96354249,1,1,5,7,7,7,N,N,7,8,6,5,N
1.09E+13,1.092E+13,Unique,33390083,96285448,1,5,5,7,7,7,6,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33385982,96284152,1,9,5,7,8,7,7,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33381212,96260600,1,5,5,7,8,7,6,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33393348,96333899,1,1,5,7,7,7,N,N,7,6,7,5,N
1.09E+13,1.092E+13,Unique,33472873,96315203,1,5,1,N,N,N,7,7,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33464513,96315541,1,5,1,N,N,N,6,6,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33480483,96321713,1,1,5,6,8,7,N,N,7,5,7,5,N
1.09E+13,1.092E+13,Unique,33464519,96315609,1,5,1,N,N,N,7,6,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33483332,96320468,1,1,5,7,7,7,N,N,7,6,9,5,N
1.09E+13,1.092E+13,Unique,33483333,96320542,1,1,5,6,7,7,N,N,7,6,9,5,N
1.09E+13,1.092E+13,Unique,33480849,96321463,1,1,5,6,7,6,N,N,6,5,7,5,N
1.09E+13,1.092E+13,Unique,33491958,96320071,1,5,5,7,7,7,6,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33491955,96315942,1,5,5,7,7,7,7,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33390152,96364346,1,5,1,N,N,N,6,6,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33430253,96333730,1,5,1,7,7,6,6,N,6,9,N,5,6
1.09E+13,1.092E+13,Unique,33385427,96364528,1,5,1,N,N,N,7,6,6,N,N,5,7
1.09E+13,1.092E+13,Unique,33384883,96364583,1,1,4,7,6,6,N,N,6,9,3,5,N
1.09E+13,1.092E+13,Unique,33382441,96365488,1,5,1,N,N,N,7,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33381322,96365783,1,5,1,N,N,N,6,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33430401,96333914,1,5,5,7,7,7,7,N,7,3,N,5,6
1.09E+13,1.092E+13,Unique,33383739,96365141,1,5,1,N,N,N,7,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33450104,96321374,1,4,5,7,7,7,7,N,7,2,9,5,N
1.09E+13,1.092E+13,Unique,33450104,96321374,1,4,5,7,7,7,7,N,7,2,7,5,N
1.09E+13,1.092E+13,Unique,33360653,96363106,1,1,5,7,8,8,N,N,8,2,9,5,N
1.09E+13,1.092E+13,Unique,33374278,96364865,1,1,5,9,9,8,N,N,8,2,9,5,N
1.09E+13,1.092E+13,Unique,33374268,96364925,1,1,5,9,9,8,N,N,8,2,9,5,N
1.09E+13,1.092E+13,Unique,33381648,96365914,1,1,5,9,9,9,9,N,9,9,9,5,N
1.09E+13,1.092E+13,Unique,33381663,96365976,1,1,5,9,9,9,N,N,9,9,9,5,N
1.09E+13,1.092E+13,Unique,33381895,96365819,1,1,5,9,9,9,9,N,9,2,N,5,N
1.09E+13,1.092E+13,Unique,33382414,96365805,1,1,5,9,9,7,7,N,7,2,N,5,N
1.09E+13,1.092E+13,Unique,33343521,96360509,1,2,3,6,6,6,N,N,6,5,4,5,N
1.09E+13,1.092E+13,Unique,33342033,96360456,1,5,1,6,6,6,6,N,6,5,N,5,6
1.09E+13,1.092E+13,Unique,33365560,96363408,1,1,4,4,6,7,N,N,6,2,7,5,N
1.09E+13,1.092E+13,Unique,33365545,96363486,1,1,4,5,6,7,N,N,6,2,7,5,N
1.09E+13,1.092E+13,Unique,33364470,96363099,1,5,1,7,7,6,5,N,6,4,N,5,7
1.09E+13,1.092E+13,Unique,33364463,96363411,1,5,1,7,7,5,6,N,5,6,N,5,7
1.09E+13,1.092E+13,Unique,33364465,96363218,1,5,1,6,6,6,5,N,6,2,N,5,6
1.09E+13,1.092E+13,Unique,33364465,96363295,1,5,1,6,6,6,6,N,6,2,N,5,6
1.09E+13,1.092E+13,Unique,33314656,96364337,1,1,5,6,6,6,N,N,6,2,6,5,N
1.09E+13,1.092E+13,Unique,33342034,96360955,1,5,1,7,7,7,6,N,7,4,N,5,6
1.09E+13,1.092E+13,Unique,33342032,96360761,1,5,1,6,6,6,7,N,6,5,N,5,6
1.09E+13,1.092E+13,Unique,33342025,96360838,1,5,1,6,6,6,6,N,6,5,N,5,6
1.09E+13,1.092E+13,Unique,33343386,96360970,1,2,5,7,7,7,N,N,7,4,8,5,N
1.09E+13,1.092E+13,Unique,33343389,96360893,1,2,5,7,7,7,N,N,7,4,6,5,N
1.09E+13,1.092E+13,Unique,33331196,96362325,1,1,5,7,7,6,N,N,6,9,9,5,N
1.09E+13,1.092E+13,Unique,33343320,96361024,1,2,5,7,8,7,N,N,7,5,9,5,N
1.09E+13,1.092E+13,Unique,33354336,96361856,1,1,5,7,7,7,N,N,7,7,5,5,N
1.09E+13,1.092E+13,Unique,33431349,96333042,1,1,5,7,8,6,N,N,6,5,5,5,N
1.09E+13,1.092E+13,Unique,33431301,96333287,1,1,5,7,7,7,N,N,7,6,6,5,N
1.09E+13,1.092E+13,Unique,33302458,96370569,1,1,4,6,5,6,N,N,5,9,4,5,N
1.09E+13,1.092E+13,Unique,33275543,96364692,1,1,4,6,6,6,N,N,6,9,6,5,N
1.09E+13,1.092E+13,Unique,33272855,96363168,1,5,1,N,N,N,6,6,5,N,N,5,9
1.09E+13,1.092E+13,Unique,33263912,96360450,1,5,1,N,N,N,6,7,5,N,N,5,9
1.09E+13,1.092E+13,Unique,33251709,96351994,1,1,4,7,7,6,N,N,6,9,3,5,N
1.09E+13,1.092E+13,Unique,33243612,96345713,1,5,1,N,N,N,6,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33240067,96344888,1,1,5,7,7,7,N,N,7,6,6,5,N
1.09E+13,1.092E+13,Unique,33392341,96364447,1,5,1,N,N,N,6,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33391998,96364414,1,1,5,7,8,7,N,N,7,4,3,5,N
1.09E+13,1.092E+13,Unique,33390055,96364152,1,1,5,7,7,7,N,N,7,7,5,5,N
1.09E+13,1.092E+13,Unique,33390238,96363721,1,1,5,7,7,6,N,N,6,3,3,5,N
1.09E+13,1.092E+13,Unique,33392412,96364805,1,5,1,N,N,N,7,6,5,N,N,5,7
1.09E+13,1.092E+13,Unique,33394405,96364163,1,1,5,7,7,7,N,N,7,9,7,5,N
1.09E+13,1.092E+13,Unique,33401353,96363595,1,1,5,6,6,7,N,N,6,6,9,5,N
1.09E+13,1.092E+13,Unique,33401366,96363665,1,1,5,6,7,7,N,N,7,6,9,5,N
1.09E+13,1.092E+13,Unique,33401334,96363471,1,1,5,6,7,7,N,N,7,3,7,5,N
1.09E+13,1.092E+13,Unique,33401379,96363786,1,1,5,6,6,7,N,N,6,3,7,5,N
1.09E+13,1.092E+13,Unique,33430427,96351716,1,5,5,7,8,7,7,N,7,5,N,5,7
1.09E+13,1.092E+13,Unique,33430341,96350774,1,5,5,6,7,7,6,N,7,5,N,5,6
1.09E+13,1.092E+13,Unique,33430332,96350697,1,5,5,7,7,7,6,N,7,7,N,5,6
1.09E+13,1.092E+13,Unique,33430345,96350577,1,5,5,7,7,7,6,N,7,5,N,5,7
1.09E+13,1.092E+13,Unique,33431557,96350779,1,1,5,7,7,7,N,N,7,2,3,5,N
1.09E+13,1.092E+13,Unique,33431607,96350861,1,1,5,7,8,7,N,N,7,6,3,5,N
1.09E+13,1.092E+13,Unique,33434538,96350678,1,1,5,6,7,7,N,N,7,5,3,5,N
1.09E+13,1.092E+13,Unique,33434491,96350751,1,1,5,6,7,7,N,N,7,5,3,5,N
1.09E+13,1.092E+13,Unique,33445377,96350702,1,1,5,7,7,7,N,N,7,5,3,5,N
1.09E+13,1.092E+13,Unique,33445380,96350781,1,1,5,6,7,6,N,N,6,5,3,5,N
1.09E+13,1.092E+13,Unique,33454426,96350709,1,1,5,7,6,7,N,N,6,4,3,5,N
1.09E+13,1.092E+13,Unique,33464297,96350288,6,1,5,7,6,7,N,N,6,6,6,5,N
1.09E+13,1.092E+13,Unique,33461826,96350584,1,2,5,7,7,6,N,N,6,5,5,5,N
1.09E+13,1.092E+13,Unique,33461824,96350505,1,2,5,7,8,6,N,N,6,5,5,5,N
1.09E+13,1.092E+13,Unique,33472044,96341927,6,1,5,6,6,7,N,N,6,4,7,5,N
1.09E+13,1.092E+13,Unique,33473950,96332074,6,1,5,7,7,7,N,N,7,6,7,5,N
1.09E+13,1.092E+13,Unique,33472622,96340185,1,5,1,N,N,N,6,7,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33405095,96362797,1,1,5,7,7,7,N,N,7,5,3,5,N
1.09E+13,1.092E+13,Unique,33405116,96362743,1,1,5,7,8,7,N,N,7,5,4,5,N
1.09E+13,1.092E+13,Unique,33413483,96355907,1,1,5,7,7,7,N,N,7,2,5,5,N
1.09E+13,1.092E+13,Unique,33422888,96352235,1,1,5,7,7,7,N,N,7,5,3,5,N
1.09E+13,1.092E+13,Unique,33422891,96352322,1,1,5,7,7,7,N,N,7,5,6,5,N
1.09E+13,1.092E+13,Unique,33474846,96325297,1,5,1,N,N,N,7,7,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33431502,96342283,1,5,1,N,N,N,6,6,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33431441,96335497,1,1,5,6,7,6,N,N,6,5,6,5,N
1.09E+13,1.092E+13,Unique,33431373,96335520,1,1,5,7,7,6,N,N,6,6,5,5,N
1.09E+13,1.092E+13,Unique,33431368,96334628,1,5,1,N,N,N,5,6,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33432111,96334652,1,5,1,N,N,N,6,7,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33385452,96534025,1,5,1,N,N,N,7,7,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33361569,96543008,1,5,1,N,N,N,6,7,5,9,N,5,6
1.09E+13,1.092E+13,Unique,33273367,96551120,1,5,1,N,N,N,6,7,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33264639,96552637,1,5,5,7,7,7,8,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33301786,96542865,1,5,5,7,7,7,8,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33304310,96542732,1,5,5,8,7,7,7,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33360967,96543974,1,5,1,N,N,N,5,6,6,3,N,5,3
1.09E+13,1.092E+13,Unique,33490557,96513303,1,5,1,N,N,N,6,6,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33411340,96542059,1,5,1,7,7,6,6,N,6,5,N,5,6
1.09E+13,1.092E+13,Unique,33405794,96542094,1,5,1,7,6,6,5,N,6,5,N,5,8
1.09E+13,1.092E+13,Unique,33400180,96540519,1,5,1,N,N,N,6,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33391306,96533621,1,4,4,7,6,6,N,N,6,4,6,5,N
1.09E+13,1.092E+13,Unique,33514512,96495885,1,5,4,4,6,5,6,N,5,3,N,5,9
1.09E+13,1.092E+13,Unique,33464158,96531741,1,5,5,7,8,7,7,N,7,5,N,5,9
1.09E+13,1.092E+13,Unique,33450719,96540396,1,5,5,7,8,7,6,N,7,5,N,5,9
1.09E+13,1.092E+13,Unique,33472613,96524531,1,5,5,7,7,7,7,N,7,5,N,5,9
1.09E+13,1.092E+13,Unique,33252689,96452028,1,5,1,N,N,N,7,7,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33295893,96430136,1,2,5,7,7,6,N,N,6,5,7,5,N
1.09E+13,1.092E+13,Unique,33414369,96410625,1,5,1,N,N,N,5,7,7,N,N,5,9
1.09E+13,1.092E+13,Unique,33420353,96410078,1,5,1,N,N,N,7,7,7,N,N,5,9
1.09E+13,1.092E+13,Unique,33431319,96405981,1,5,1,N,N,N,7,7,7,N,N,5,9
1.09E+13,1.092E+13,Unique,33441662,96405581,1,5,5,7,6,6,5,N,6,9,N,5,7
1.09E+13,1.092E+13,Unique,33452700,96405329,1,2,5,7,7,7,N,N,7,9,9,5,N
1.09E+13,1.092E+13,Unique,33472581,96403937,1,5,1,N,N,N,6,7,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33363594,96313532,1,9,1,8,8,5,5,N,5,6,N,5,7
1.09E+13,1.092E+13,Unique,33362912,96313147,1,5,1,7,7,5,5,N,5,6,N,5,9
1.09E+13,1.092E+13,Unique,33362633,96312984,1,9,1,8,8,6,5,N,6,6,N,5,9
1.09E+13,1.092E+13,Unique,33365438,96323146,1,5,5,8,8,6,6,N,6,6,N,5,9
1.09E+13,1.092E+13,Unique,33344614,96294647,1,5,5,8,8,7,7,N,7,6,N,5,9
1.09E+13,1.092E+13,Unique,33331906,96272297,1,5,1,N,N,N,6,7,6,6,N,5,7
1.09E+13,1.092E+13,Unique,33323083,96263256,1,5,1,N,N,N,7,7,6,7,N,5,7
1.09E+13,1.092E+13,Unique,33314614,96251420,1,5,1,N,N,N,7,7,6,7,N,5,7
1.09E+13,1.092E+13,Unique,33294763,96231695,1,5,2,7,7,6,5,N,6,6,N,5,6
1.09E+13,1.092E+13,Unique,33472703,96362614,1,5,1,N,N,N,6,7,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33470300,96353764,1,5,1,N,N,N,7,7,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33463134,96333704,1,2,5,7,5,7,N,N,5,6,5,5,N
1.09E+13,1.092E+13,Unique,33463083,96330968,1,5,1,N,N,N,6,6,6,N,N,5,9
1.09E+13,1.092E+13,Unique,33464110,96323017,1,5,1,N,N,N,6,6,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33465633,96320069,1,5,1,N,N,N,6,6,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33431142,96272169,1,9,1,7,6,6,6,N,6,9,N,5,9
1.09E+13,1.092E+13,Unique,33415801,96252156,1,5,1,N,N,N,6,6,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33430975,96271815,1,5,5,7,7,7,6,N,7,7,N,5,6
1.09E+13,1.092E+13,Unique,33410256,96281539,1,9,1,N,N,N,7,7,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33400632,96273185,1,5,1,N,N,N,7,6,6,9,N,5,6
1.09E+13,1.092E+13,Unique,33365358,96243612,1,5,1,N,N,N,7,6,6,9,N,5,6
1.09E+13,1.092E+13,Unique,33420754,96292960,1,9,1,N,N,N,8,7,6,N,N,5,6
1.09E+13,1.092E+13,Unique,33405758,96281263,1,9,1,N,N,N,8,6,6,7,N,5,6
1.09E+13,1.092E+13,Unique,33435909,96311298,1,5,1,6,7,7,7,N,7,3,N,5,9
1.09E+13,1.092E+13,Unique,33410753,96281820,1,5,5,8,6,6,5,N,6,6,N,5,9
1.09E+13,1.092E+13,Unique,33420350,96292462,1,5,5,8,7,6,6,N,6,6,N,5,6
1.09E+13,1.092E+13,Unique,33393208,96265399,1,5,5,7,7,7,7,N,7,6,N,5,8
1.09E+13,1.092E+13,Unique,33380053,96252112,1,1,5,7,7,7,N,N,7,9,7,5,N
1.09E+13,1.092E+13,Unique,33313797,96241287,1,5,1,N,N,N,6,6,5,9,N,5,6
1.09E+13,1.092E+13,Unique,33311093,96240984,1,5,1,N,N,N,6,6,5,N,N,5,6
1.09E+13,1.092E+13,Unique,33303875,96240624,1,1,5,8,6,6,N,N,6,2,3,5,N
1.09E+13,1.092E+13,Unique,33333768,96522454,1,5,1,N,N,N,7,7,6,3,N,5,6
1.09E+13,1.092E+13,Unique,33333625,96514578,1,5,1,N,N,N,7,7,6,5,N,5,6
1.09E+13,1.09201E+13,Unique,33333502,96511256,1,5,1,N,N,N,7,7,6,6,N,5,6
1.09E+13,1.09201E+13,Unique,33314792,96371669,1,5,1,8,7,7,6,N,6,2,N,5,6
1.09E+13,1.09201E+13,Unique,33315685,96491362,1,5,1,7,7,7,7,N,7,4,N,5,6
1.09E+13,1.09201E+13,Unique,33313366,96482568,1,5,5,8,8,7,7,N,7,7,N,5,9
1.09E+13,1.09201E+13,Unique,33311956,96231410,1,5,5,8,7,7,6,N,7,5,N,5,8
1.09E+13,1.09201E+13,Unique,33312308,96230937,1,9,1,N,N,N,5,6,6,N,N,5,7
1.09E+13,1.09201E+13,Unique,33422167,96350285,1,5,1,N,N,N,6,7,5,N,N,5,6
1.09E+13,1.09201E+13,Unique,33465207,96331826,1,2,5,7,8,8,N,N,8,9,9,5,N
1.09E+13,1.09201E+13,Unique,33482484,96334680,1,5,5,7,8,7,7,N,7,9,N,5,9
1.09E+13,1.09201E+13,Unique,33454425,96384871,1,2,5,7,8,7,N,N,7,7,4,5,N
1.09E+13,1.09201E+13,Unique,33454585,96393421,1,5,1,N,N,N,7,7,5,N,N,5,6
1.09E+13,1.09201E+13,Unique,33454434,96384707,1,2,5,7,7,7,N,N,7,6,4,5,N
1.09E+13,1.09201E+13,Unique,33371071,96243788,1,5,1,N,N,N,5,7,6,N,N,5,6
1.09E+13,1.09201E+13,Unique,33273259,96502222,1,5,1,N,N,N,7,6,6,4,N,5,6
1.09E+13,1.09201E+13,Unique,33270572,96455954,1,5,1,7,7,7,6,N,6,2,N,5,6
1.09E+13,1.09201E+13,Unique,33261359,96420471,1,5,1,7,7,8,7,N,7,5,N,5,6
1.09E+13,1.09201E+13,Unique,33252662,96400365,1,5,1,7,7,7,6,N,7,5,N,5,6
1.09E+13,1.09201E+13,Unique,33252609,96394307,1,5,1,7,7,6,6,N,6,5,N,5,6
1.09E+13,1.09201E+13,Unique,33273207,96484806,1,5,5,7,8,8,8,N,8,8,N,5,7
1.09E+13,1.09201E+13,Unique,33252111,96375435,1,5,5,7,8,8,7,N,8,5,N,5,9
1.09E+13,1.09201E+13,Unique,33251802,96365056,1,5,5,8,8,9,7,N,8,5,N,5,9
1.09E+13,1.09201E+13,Unique,33262148,96244869,1,5,1,N,N,N,6,5,5,N,N,5,6
1.09E+13,1.09201E+13,Unique,33255516,96305527,1,5,5,7,8,7,6,N,7,6,N,5,6
1.09E+13,1.09201E+13,Unique,33254423,96315384,1,5,5,7,7,7,6,N,7,6,N,5,6
1.09E+13,1.09201E+13,Unique,33255526,96261377,1,5,5,8,8,8,8,N,8,7,N,5,8
1.09E+13,1.09201E+13,Unique,33253448,96231100,1,5,1,7,7,6,5,N,6,3,N,5,7
1.09E+13,1.09201E+13,Unique,33420833,96505334,1,5,1,7,6,5,5,N,5,4,N,5,6
1.09E+13,1.09201E+13,Unique,33432062,96505839,1,5,1,N,N,N,6,6,6,N,N,5,6
1.09E+13,1.09201E+13,Unique,33495641,96545667,1,5,1,7,7,6,6,N,6,5,N,5,6
1.09E+13,1.09201E+13,Unique,33391931,96505298,1,5,5,7,7,7,6,N,7,6,N,5,8
1.09E+13,1.09201E+13,Unique,33441725,96510437,1,5,5,7,8,7,7,N,7,9,N,5,9
1.09E+13,1.09201E+13,Unique,33464527,96505022,1,5,5,7,8,7,6,N,7,9,N,5,9
1.09E+13,1.09201E+13,Unique,33330398,96312686,1,5,1,N,N,N,6,7,6,N,N,5,6
1.09E+13,1.09201E+13,Unique,33353873,96333693,1,5,5,7,7,7,7,N,7,5,N,5,9
1.09E+13,1.09202E+13,Unique,33352966,96332966,1,9,5,6,7,7,6,N,7,5,N,5,9
1.09E+13,1.09202E+13,Unique,33332859,96323973,1,5,5,7,8,7,7,N,7,6,N,5,6
1.09E+13,1.09202E+13,Unique,33334016,96324591,1,5,5,7,7,7,6,N,7,6,N,5,6
1.09E+13,1.09202E+13,Unique,33355580,96352003,1,2,1,7,7,7,N,N,7,9,4,5,N
1.09E+13,1.09202E+13,Unique,33361118,96343458,1,5,1,6,7,6,5,N,6,9,N,5,6
1.09E+13,1.09202E+13,Unique,33382873,96335755,1,5,1,N,N,N,6,6,6,N,N,5,9
1.09E+13,1.09202E+13,Unique,33431346,96361517,1,5,5,7,8,7,7,N,7,6,N,5,9
1.09E+13,1.09202E+13,Unique,33394442,96383310,1,5,1,N,N,N,6,6,6,N,N,5,9
1.09E+13,1.09202E+13,Unique,33353467,96365607,1,2,1,7,7,7,N,N,7,2,7,5,N
1.09E+13,1.09202E+13,Unique,33381527,96383347,1,5,5,7,8,7,7,N,7,7,N,5,9
1.09E+13,1.09202E+13,Unique,33332660,96555501,1,5,1,7,6,7,6,N,6,7,N,5,6
1.09E+13,1.09202E+13,Unique,33480715,96395626,1,5,5,7,7,7,6,N,7,7,N,5,9
1.09E+13,1.09202E+13,Unique,33321183,96284028,1,5,1,7,7,7,7,N,7,4,N,5,7
1.09E+13,1.09203E+13,Unique,33241868,96314038,1,5,1,7,7,7,5,N,7,4,N,5,6
010920AA0102001,1.09203E+13,Unique,33383742,96341371,1,5,5,7,7,7,6,N,7,4,N,5,9
1.11E+13,1.113E+13,Unique,33073679,95445616,1,5,1,7,7,7,7,N,7,4,N,5,7
1.11E+13,1.113E+13,Unique,33073774,95445599,1,5,1,6,6,6,7,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33073839,95445589,1,5,1,6,6,6,7,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33073937,95445575,1,5,1,7,7,6,7,N,6,4,N,5,7
1.11E+13,1.113E+13,Unique,33071281,95423768,1,5,1,7,7,7,6,N,6,4,N,5,6
1.11E+13,1.113E+13,Unique,33071379,95423788,1,5,1,6,6,6,6,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33071540,95423815,1,5,1,7,7,6,7,N,6,4,N,5,6
1.11E+13,1.113E+13,Unique,33071642,95401749,1,1,5,6,6,6,N,N,6,4,4,5,N
1.11E+13,1.113E+13,Unique,33071161,95380221,1,1,5,6,5,6,N,N,5,4,6,5,N
1.11E+13,1.113E+13,Unique,33072422,95440222,1,1,5,5,7,6,N,N,6,4,4,5,N
1.11E+13,1.113E+13,Unique,33071444,95423800,1,5,1,7,7,6,6,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33071458,95423123,1,1,5,5,6,6,N,N,6,5,5,5,N
1.11E+13,1.113E+13,Unique,33065881,95364539,1,1,5,6,7,6,N,N,6,2,6,5,N
1.11E+13,1.113E+13,Unique,33074644,95500992,1,1,5,7,7,6,N,N,6,4,4,5,N
1.11E+13,1.113E+13,Unique,33075316,95482461,1,1,5,7,7,6,N,N,6,5,3,5,N
1.11E+13,1.113E+13,Unique,33075019,95485076,1,5,1,N,N,N,6,6,6,2,N,5,7
1.11E+13,1.113E+13,Unique,33074883,95484852,1,5,1,N,N,N,7,7,7,5,N,5,7
1.11E+13,1.113E+13,Unique,33071030,95380300,1,1,5,6,5,5,N,N,5,4,6,5,N
1.11E+13,1.113E+13,Unique,33075771,95382619,1,5,1,N,N,N,6,6,6,3,N,5,6
1.11E+13,1.113E+13,Unique,33075871,95370744,1,5,1,N,N,N,7,6,6,2,N,5,6
1.11E+13,1.113E+13,Unique,33081925,95355723,1,5,2,5,5,5,5,N,5,4,N,5,6
1.11E+13,1.113E+13,Unique,33084928,95300265,1,5,1,6,6,6,6,N,6,9,N,5,7
1.11E+13,1.113E+13,Unique,33084940,95275169,1,5,1,7,5,5,6,N,5,9,N,5,6
1.11E+13,1.113E+13,Unique,33084701,95325810,1,5,1,6,6,6,6,N,6,9,N,5,6
1.11E+13,1.113E+13,Unique,33085052,95313086,1,1,5,6,7,6,N,N,6,4,3,5,N
1.11E+13,1.113E+13,Unique,33084831,95300269,1,5,1,6,6,6,7,N,6,6,N,5,6
1.11E+13,1.113E+13,Unique,33084766,95300268,1,5,1,6,6,7,7,N,6,6,N,5,6
1.11E+13,1.113E+13,Unique,33084667,95300267,1,5,1,7,7,7,7,N,7,4,N,5,6
1.11E+13,1.113E+13,Unique,33084799,95293881,1,1,5,6,8,5,N,N,5,4,3,5,N
1.11E+13,1.113E+13,Unique,33081395,95342076,1,1,5,6,7,7,N,N,7,4,4,5,N
1.11E+13,1.113E+13,Unique,33084472,95330953,1,9,1,6,5,7,8,N,5,6,N,5,6
1.11E+13,1.113E+13,Unique,33084406,95330940,1,9,1,7,7,7,7,N,7,4,N,5,7
1.11E+13,1.113E+13,Unique,33084547,95330362,1,9,1,6,5,7,8,N,5,5,N,5,6
1.11E+13,1.113E+13,Unique,33084473,95330350,1,9,1,7,7,8,7,N,7,4,N,5,6
1.11E+13,1.113E+13,Unique,33084598,95325924,1,5,1,6,6,7,6,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33084529,95325913,1,5,1,7,7,7,5,N,7,4,N,5,6
1.11E+13,1.113E+13,Unique,33084843,95275171,1,5,1,6,6,6,6,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33084779,95275175,1,5,1,6,6,7,6,N,6,5,N,5,6
1.11E+13,1.113E+13,Unique,33084681,95275170,1,5,1,7,7,7,7,N,7,5,N,5,6
1.11E+13,1.113E+13,Unique,33084889,95272628,1,1,5,7,6,6,N,N,6,2,5,5,N
1.11E+13,1.113E+13,Unique,33090096,95262997,1,5,1,5,5,7,6,N,5,5,N,5,9
1.11E+13,1.113E+13,Unique,33090038,95262961,1,5,1,6,6,7,6,N,6,5,N,5,9
1.11E+13,1.113E+13,Unique,33085894,95263118,1,5,1,N,N,N,6,6,5,9,N,5,4
1.11E+13,1.113E+13,Unique,33085996,95262797,1,5,1,N,N,N,7,6,5,9,N,5,5
1.11E+13,1.113E+13,Unique,33065896,95354721,1,1,5,5,6,7,N,N,6,5,4,5,N
1.11E+13,1.113E+13,Unique,33084359,95331269,1,9,1,N,N,N,7,6,5,N,N,5,6
1.11E+13,1.113E+13,Unique,33084663,95331267,1,9,1,N,N,N,6,6,6,5,N,3,7
1.11E+13,1.113E+13,Unique,33084697,95330782,1,9,5,7,8,7,8,N,7,4,N,5,9
1.11E+13,1.113E+13,Unique,33084734,95330280,1,9,5,7,8,7,8,N,7,4,N,5,9
1.11E+13,1.113E+13,Unique,33084794,95325817,1,5,5,7,8,8,7,N,8,4,N,5,7
1.11E+13,1.113E+13,Unique,33090112,95263297,1,5,5,8,7,7,7,N,7,5,N,5,9
1.11E+13,1.113E+13,Unique,33071284,95350525,1,1,5,6,8,7,N,N,7,5,9,5,N
1.11E+13,1.113E+13,Unique,33071390,95350669,1,1,5,7,7,6,N,N,6,5,9,5,N
